fixselect,tax_1,tax_2,tax_3,tax_4,tax_5,tax_6,tax_7,tax_8,tax_bar,names(parsr),nam_1,nam_2,nam_3,nam_4,nam_5,nam_6,nam_7,nam_8,tax_fill
145020125_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,145020125,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
123583584_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_characterized,123583584,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,characterized,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
103316428_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,103316428,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_103316428.1 MULTISPECIES: GDL motif peptide-associated radical SAM/SPASM maturase [unclassified Pseudomonas],WP_103316428.1,MULTISPECIES:,GDL,motif,peptide-associated,radical,SAM/SPASM,maturase [unclassified Pseudomonas],NA
123494098_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,123494098,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
192342748_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,192342748,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
123360852_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,123360852,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
038982648_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,038982648,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
123722215_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,123722215,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
063343244_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,063343244,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
052966841_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,052966841,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
095055759_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,095055759,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
030130566_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,030130566,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
007906514_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,007906514,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
008012209_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,008012209,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
008070739_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,008070739,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
019582134_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,019582134,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
138867206_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,138867206,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_138867206.1 MULTISPECIES: GDL motif peptide-associated radical SAM/SPASM maturase [unclassified Pseudomonas],WP_138867206.1,MULTISPECIES:,GDL,motif,peptide-associated,radical,SAM/SPASM,maturase [unclassified Pseudomonas],NA
111453796_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,111453796,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
018928080_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,018928080,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
064616995_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,064616995,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
028940397_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,028940397,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
007938112_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,007938112,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
105349067_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,105349067,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
054054573_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,054054573,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
054614196_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,054614196,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
123509027_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,123509027,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
123596898_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,123596898,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
123409744_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,123409744,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
081362153_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,081362153,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
124320136_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,124320136,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
180924997_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,180924997,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
124337962_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,124337962,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
124310779_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,124310779,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
ETD37493_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,ETD37493,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
031286339_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,031286339,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
124354767_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,124354767,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
096373656_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,096373656,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
124298944_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,124298944,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
124350372_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,124350372,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
114761908_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,114761908,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
092418567_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,092418567,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
101337377_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,101337377,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
075118992_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,075118992,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
044462347_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,044462347,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
045884278_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,045884278,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
092305211_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,092305211,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
053278297_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,053278297,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
097305319_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,097305319,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
169912926_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,169912926,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
102676549_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,102676549,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
025804124_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,025804124,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
054063270_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,054063270,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
071113521_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,071113521,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
043572039_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,043572039,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
047249736_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,047249736,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
047236229_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,047236229,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
103904351_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,103904351,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
043628614_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,043628614,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
071108553_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,071108553,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
106076446_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,106076446,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
103321630_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,103321630,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
101708484_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,101708484,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
136892637_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Trinickia_BLAST,136892637,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
010107499_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,010107499,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
010117820_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,010117820,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
059469845_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,059469845,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
059598595_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,059598595,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
066493186_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,066493186,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
066575603_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,066575603,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
038754696_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,038754696,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
102814233_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,102814233,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
038736094_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,038736094,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
050859342_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,050859342,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
038765981_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,038765981,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
076884886_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,076884886,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
038725294_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,038725294,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
122888345_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,122888345,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
044363047_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,044363047,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
EEH29242_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,EEH29242,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
076934204_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,076934204,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
044361818_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,044361818,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
076890038_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,076890038,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
122827056_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,122827056,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
155017842_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,155017842,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
085513884_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,085513884,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
120733745_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,120733745,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
