"","dendcut10"
"WP_009216577_Bacteroidetes_Unknown_Unknown_Unknown_Bacteroidetes_PFAM",9
"RKV83380_Unknown_Unknown_Unknown_Unknown_Bacteroidetes_BLAST",9
"VVB77801_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST",9
"EKD50889_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST",9
"OGR57005_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"WP_052418762_Unknown_Unknown_Unknown_Unknown_Methanolacinia_BLAST",9
"PWB55163_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"AKB53046_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST",9
"WP_048116330_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST",9
"WP_094082263_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Prosthecochloris_BLAST",9
"WP_166808071_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",9
"WP_076791343_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",9
"WP_006366888_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",9
"WP_011699278_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_BLAST",9
"WP_011699169_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_BLAST",9
"WP_154277714_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_BLAST",9
"OGO19432_Unknown_Unknown_Unknown_Unknown_Chloroflexi_BLAST",9
"KAB2887727_Unknown_Unknown_Unknown_Unknown_Desulfobulbaceae_BLAST",9
"WP_166807524_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",9
"EAT58655_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",9
"WP_156778040_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",9
"WP_092439154_Bacteroidetes_Bacteroidia_Bacteroidales_Williamwhitmaniaceae_Williamwhitmania_BLAST",9
"AFL68640_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_BLAST",9
"WP_156790521_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_BLAST",9
"WP_048166571_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST",9
"WP_054298211_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST",9
"WP_095643949_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST",9
"AKB81976_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST",9
"WP_048107388_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST",9
"RQW77235_Unknown_Unknown_Unknown_Unknown_Methanothrix_BLAST",9
"OPY52688_Unknown_Unknown_Unknown_Unknown_Methanosaeta_BLAST",9
"WP_092362552_Unknown_Unknown_Unknown_Unknown_Enterocloster_BLAST",9
"WP_173897816_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Faecalicatena_BLAST",9
"OKZ97712_Unknown_Unknown_Unknown_Unknown_Clostridiales_BLAST",9
"SCX14591_Unknown_Unknown_Unknown_Unknown_Ruminococcaceae_BLAST",9
"PWM40915_Unknown_Unknown_Unknown_Unknown_Clostridiales_BLAST",9
"OGR01172_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"PKN17872_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"OGQ89240_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"OGR08413_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"OIP38405_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"PKN58340_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"OQA18300_Unknown_Unknown_Unknown_Unknown_bacterium_BLAST",9
"OQA18304_Unknown_Unknown_Unknown_Unknown_bacterium_BLAST",9
"WP_009148043_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thiorhodovibrio_BLAST",9
"TAJ14541_Unknown_Unknown_Unknown_Unknown_Marinilabiliaceae_BLAST",9
"RPH29758_Unknown_Unknown_Unknown_Unknown_Bacteroidales_BLAST",9
"WP_054742630_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_BLAST",9
"WP_180143064_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST",9
"WP_092211847_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST",9
"WP_152006267_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST",9
"WP_068473543_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Saccharicrinis_BLAST",9
"WP_051869376_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Kineothrix_PFAM",9
"WP_074461463_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST",9
"WP_092336214_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST",9
"WP_081811964_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST",9
"WP_051198938_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST",9
"WP_173345862_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_173357463_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_173341752_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_173555575_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_173473327_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_173389276_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_074208563_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_159462245_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_173463232_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_163443825_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_173847326_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"OWV22037_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_176421750_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_173468951_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",9
"WP_012062297_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Alkaliphilus_BLAST",9
"WP_044826550_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",9
"WP_036944249_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Pseudobacteroides_BLAST",9
"KNY25938_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Pseudobacteroides_BLAST",9
"WP_036941006_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Pseudobacteroides_PFAM",9
"WP_110462833_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Ruminiclostridium_BLAST",9
"WP_137698165_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Ruminiclostridium_BLAST",9
"WP_003517569_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Hungateiclostridium_BLAST",9
"WP_027621527_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Hungateiclostridium_BLAST",9
"WP_069193957_Unknown_Unknown_Unknown_Unknown_Clostridiales_BLAST",9
"AJA46306_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",9
"WP_127065638_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_BLAST",9
"WP_127065161_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_BLAST",9
"WP_013655150_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_PFAM",9
"SHJ99614_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_BLAST",9
"WP_072910679_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_BLAST",9
"WP_191739259_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",9
"WP_013291967_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",9
"WP_013291968_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",9
"WP_097019579_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Orenia_BLAST",9
"WP_097019572_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Orenia_BLAST",9
"RCX12977_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Anaerobacterium_BLAST",9
"WP_114298729_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Anaerobacterium_BLAST",9
"WP_161256615_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae_Heliobacterium_BLAST",9
"WP_161261337_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae_Heliobacterium_BLAST",9
"TWH49490_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_BLAST",9
"WP_145102323_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_BLAST",9
"ADI36357_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_048187114_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_181505177_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_181493888_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_181501120_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_183547041_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_184232021_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_181521971_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_181504535_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_181488902_Unknown_Unknown_Unknown_Unknown_Methanococcus_BLAST",9
"WP_092478132_Unknown_Unknown_Unknown_Unknown__BLAST",9
"WP_117919639_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST",9
"WP_118772878_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",9
"WP_118597475_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",9
"WP_118591408_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",9
"WP_118209174_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",9
"SEA32341_Unknown_Unknown_Unknown_Unknown_Lachnospiraceae_BLAST",9
"CUN22412_Unknown_Unknown_Unknown_Unknown__BLAST",9
"DAB17088_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"SCH84906_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST",9
"RHU27682_Unknown_Unknown_Unknown_Unknown_Firmicutes_BLAST",9
"RGR54839_Unknown_Unknown_Unknown_Unknown__BLAST",9
"ACR74189_Unknown_Unknown_Unknown_Unknown__BLAST",9
"OLA16231_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_BLAST",9
"RGI67466_Unknown_Unknown_Unknown_Unknown__BLAST",9
"OQB08665_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"PKN43965_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"OIP30500_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"RLB58682_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"RLB61408_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"PKN27833_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"PKN45738_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"OGR56953_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OQA18562_Unknown_Unknown_Unknown_Unknown_bacterium_BLAST",9
"SYZ73078_Unknown_Unknown_Unknown_Unknown_candidate_BLAST",9
"TFH62132_Unknown_Unknown_Unknown_Unknown_candidate_BLAST",9
"PKK83008_Unknown_Unknown_Unknown_Unknown_candidate_BLAST",9
"PKK83010_Unknown_Unknown_Unknown_Unknown_candidate_BLAST",9
"PKK84317_Unknown_Unknown_Unknown_Unknown_candidate_BLAST",9
"KFO67784_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Smithella_BLAST",9
"KFZ45027_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Smithella_BLAST",9
"TFH06149_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"OLS31401_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"KXH70321_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"TET10565_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"PWI47436_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"TFG19191_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"OLS14312_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"TET74108_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"WP_147663049_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"TKJ22127_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"TET59837_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"TKJ19248_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"KYK26201_Unknown_Unknown_Unknown_Unknown_Thermoplasmatales_BLAST",9
"RLF63087_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"KYK24463_Unknown_Unknown_Unknown_Unknown_Thermoplasmatales_BLAST",9
"KYK28925_Unknown_Unknown_Unknown_Unknown_Thermoplasmatales_BLAST",9
"KYK23162_Unknown_Unknown_Unknown_Unknown_Thermoplasmatales_BLAST",9
"OGS40599_Unknown_Unknown_Unknown_Unknown_Euryarchaeota_BLAST",9
"PNX45242_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"PNX52187_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"OYT56733_Unknown_Unknown_Unknown_Unknown_Euryarchaeota_BLAST",9
"TFG06765_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"RLF53058_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"RLF60985_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"RLF36212_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"RLF50213_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"RLF34247_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"RLF60986_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"TFG06764_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"OYT56732_Unknown_Unknown_Unknown_Unknown_Euryarchaeota_BLAST",9
"RLF50000_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",9
"WP_004511797_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",9
"PIS47385_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OGR49987_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"KAF0127130_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OGS07379_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OGR94160_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OGR68253_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OGR62108_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OGR51611_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OGR39595_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"PKM98778_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST",9
"OYT56730_Unknown_Unknown_Unknown_Unknown_Euryarchaeota_BLAST",9
"OGC06920_Unknown_Unknown_Unknown_Unknown_candidate_BLAST",9
"OGC22648_Unknown_Unknown_Unknown_Unknown_candidate_BLAST",9
"RLC64878_Unknown_Unknown_Unknown_Unknown_Chloroflexi_BLAST",9
"OGI03339_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"OGH99347_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"EKE03912_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST",9
"OGI23177_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"KYK29435_Unknown_Unknown_Unknown_Unknown_Theionarchaea_BLAST",9
"VVB77764_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST",9
"OGY43284_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",9
"RLB64444_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"OIP41846_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"PJB42162_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST",9
"PYQ26385_Unknown_Unknown_Unknown_Unknown_Acidobacteria_BLAST",9
"PYS94512_Unknown_Unknown_Unknown_Unknown_Acidobacteria_BLAST",9
"WP_043629091_Actinobacteria_Actinobacteria_Streptosporangiales_Streptosporangiaceae_Nonomuraea_BLAST",9
"WP_158989110_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_BLAST",9
"WP_189600804_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_BLAST",9
"WP_169090890_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST",9
"WP_167744829_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_BLAST",9
"WP_087132074_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Caballeronia_BLAST",9
"WP_094564105_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Herbaspirillum_BLAST",9
"TNV71278_Unknown_Unknown_Unknown_Unknown_Halteria_BLAST",9
"WP_050043969_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_BLAST",9
"WP_052832950_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_BLAST",9
"WP_020539729_Actinobacteria_Actinobacteria_Streptosporangiales_Streptosporangiaceae_Nonomuraea_BLAST",9
"WP_062765523_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Tistrella_BLAST",9
"WP_014744829_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Tistrella_PFAM",9
"WP_089289554_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST",9
"WP_173012739_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Niveispirillum_BLAST",9
"WP_158809836_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Beijerinckia_BLAST",9
"WP_110119779_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST",9
"WP_116489530_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_109455006_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"KSB89825_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_082656635_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_116564713_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_101713016_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_165255149_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_056720094_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"EJL25068_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_035037713_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_082560751_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"KQY92833_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_082554833_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"KQY30376_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_051964459_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_051968917_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_145687669_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"KRA64156_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_163230555_Unknown_Unknown_Unknown_Unknown_Bacteria_BLAST",9
"WP_082564449_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"KQZ32964_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST",9
"WP_012977192_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"WP_045586236_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"WP_085085746_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"PWC57302_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"WP_109075979_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST",9
"WP_109151903_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"WP_136703181_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"WP_149199108_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"WP_014249603_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_PFAM",9
"WP_108549030_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"WP_149273293_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST",9
"WP_145729398_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST",9
"WP_145748727_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST",9
"WP_088873151_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST",9
"WP_145615044_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST",9
"WP_145610182_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST",9
"WP_004273211_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_characterized",9
"KYF90177_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST",9
"KYF96555_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST",9
"WP_020737839_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST",9
"KYG04170_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST",9
"ADV84348_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Terriglobus_BLAST",9
"WP_144312478_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Terriglobus_BLAST",9
"WP_077300914_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Aquaspirillum_BLAST",9
"WP_076400480_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Insolitispirillum_BLAST",9
"WP_019104567_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST",9
"WP_081574505_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST",9
"WP_043631531_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST",9
"WP_081555114_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST",9
"WP_081547107_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST",9
"WP_166451741_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST",9
"WP_107798860_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST",9
"WP_048414465_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_PFAM",9
"WP_048410624_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST",9
"WP_137940225_Proteobacteria_Betaproteobacteria_No_order_No_family_Chitinivorax_BLAST",9
"WP_189534618_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Paludibacterium_BLAST",9
"AFH75335_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST",9
"WP_124346322_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST",9
"WP_185701745_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST",9
"WP_022643565_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST",9
"WP_053138491_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST",9
"WP_152897173_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST",9
