"","dendcut","dendcut10","dendcut11","dendcut12","dendcut13","dendcut14","dendcut15","dendcut16","dendcut17","dendcut18","dendcut19","dendcut20","dendcut21","dendcut22","dendcut23"
"WP_036725319_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_065292386_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006678295_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_054288636_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kibdelosporangium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004993498_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_020428703_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_036731650_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_056035384_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006037046_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014370995_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_060533907_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_069326941_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013372787_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_018887916_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009671676_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023965124_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_046677031_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_036686198_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068650784_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044879348_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_036650405_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068702913_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Tenacibaculum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023573313_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Flavobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014323071_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006425699_Proteobacteria_NA_Deltaproteobacteria_NA_Deltaproteobacteria_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073286063_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerosporobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006040676_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014267145_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Granulicella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_071892091_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavisolibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_074489827_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_002694583_Bacteroidetes_Cytophagia_Cytophagales_Microscillaceae_Microscilla_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004363609_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_008564390_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009162052_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009437479_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_005843881_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006951423_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_066265423_Bacteroidetes_Bacteroidetes_Bacteroidia_NA_Bacteroidales_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007574549_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007173159_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004348717_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006948118_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004380386_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004344360_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014221103_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Niastella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_046367104_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavihumibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012102442_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015904840_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007912606_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_040100679_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006969413_Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_Plesiocystis_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011939442_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007222299_Planctomycetes_Candidatus_Brocadiaceae_Candidatus_Brocadiales_NA_Jettenia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_066648903_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_071175297_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_016296275_Firmicutes_Lachnospiraceae_Clostridia_NA_Lachnospiraceae_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_045091072_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004603755_Firmicutes_Clostridia_Terrabacteria_group_NA_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_005361250_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_065541421_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_055065654_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004625605_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Ruminiclostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_045575161_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007861444_Firmicutes_NA_Clostridiales_NA_Clostridiales_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_016229287_Firmicutes_Lachnospiraceae_Clostridia_NA_Lachnospiraceae_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009251317_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Eisenbergiella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_016291990_Firmicutes_Lachnospiraceae_Clostridia_NA_Lachnospiraceae_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_067558965_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Faecalibaculum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015904396_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068671797_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermosulfurimonas_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_008158699_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012997084_Euryarchaeota_Aciduliprofundum_DHVE2_group_NA_Aciduliprofundum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_054727961_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Algibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_052199320_Unknown_Unknown_Unknown_Unknown_endosymbiont_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068961514_Bacteroidetes_Bacteroidia_Bacteroidales_Muribaculaceae_Muribaculum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007485635_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_025277885_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014223998_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_075093802_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Planctomyces_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_016316994_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072935547_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Schwartzia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_036649102_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011382493_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospirillum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010045812_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_ADP94222_1",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072831910_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072725961_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Tepidibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_067192957_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_036846860_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007221132_Planctomycetes_Candidatus_Brocadiae_PVC_group_NA_Jettenia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007195735_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thiocapsa_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009263843_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014016010_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Megasphaera_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_035164766_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloranaerobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_055972194_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Aminobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"ADV71006_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_TqqB",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_002630586_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Cystobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004067201_Euryarchaeota_Euryarchaeota_Thermococcaceae_NA_Thermococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073836494_Actinobacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Micromonospora_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_048098531_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Acidianus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044664202_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013010424_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Denitrovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_002629054_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Cystobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_002610832_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Stigmatella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044198235_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Hyalangium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_020432468_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_074643104_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Treponema_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072286268_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_049717697_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_016668908_Actinobacteria_Actinobacteria_Propionibacteriales_Propionibacteriaceae_Propionibacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_035164768_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloranaerobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072973799_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_049676144_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Desulfocarbo_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014150713_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014181618_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_065966988_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_076435963_Actinobacteria_Actinobacteria_Streptosporangiales_Streptosporangiaceae_Microbispora_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015622287_Actinobacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_003334485_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_036621097_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010769786_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073288690_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerosporobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009461651_Firmicutes_Clostridia_Lachnospiraceae_NA_Lachnospiraceae_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013298754_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Thermoanaerobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_039635732_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_071139845_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierellaceae_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_071139847_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierellaceae_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072967548_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caminicella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010073673_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009263513_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_016214777_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072725963_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Tepidibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_066994323_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012873301_Chloroflexi_Thermomicrobia_Sphaerobacterales_Sphaerobacteraceae_Sphaerobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_020460755_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_019291268_Actinobacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072704573_Actinobacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_005936802_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_005193568_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_003923363_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_047329088_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"ABL03418_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_MtfC",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_050670290_Actinobacteria_Actinobacteria_Micrococcales_Dermacoccaceae_Luteipulveratus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009947185_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharopolyspora_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_043724469_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kutzneria_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_060710387_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_060574732_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007320474_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007318878_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_020790278_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007619277_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006367873_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_005170141_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012835461_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010842289_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006899348_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_008376049_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_062393786_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006895668_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011558418_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_019514034_Actinobacteria_Terrabacteria_group_NA_NA_Actinobacteria_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_070352545_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_036401579_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycolicibacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014814232_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycolicibacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_048419643_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycolicibacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_067954150_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_056557298_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
