"","dendcut120"
"KPK26948_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfotignum_BLAST",45
"PLX51395_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfofustis_BLAST",45
"RJX17444_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"WP_169737467_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"PIE56374_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"WP_028582493_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"PIE58944_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"PID72624_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"PIE59763_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"WP_028585636_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"RUM37109_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_BLAST",45
"WP_015402361_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfocapsa_PFAM",45
"WP_011188522_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfotalea_PFAM",45
"ESQ10986_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfofustis_BLAST",45
"WP_073377392_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfofustis_PFAM",45
"WP_092218926_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulforhopalus_BLAST",45
"PHR30168_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfotalea_BLAST",45
"WP_136871286_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulforhopalus_BLAST",45
"PID74740_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfotignum_BLAST",45
"WP_136796534_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfopila_BLAST",45
"WP_073613757_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfopila_PFAM",45
"RPH40893_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfofustis_BLAST",45
"WP_183351318_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfoprunum_BLAST",45
"KAB2888942_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfofustis_BLAST",45
"OKY74520_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfofustis_BLAST",45
"WP_044527132_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_BLAST",45
"WP_035735608_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_BLAST",45
"WP_042518251_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_BLAST",45
"WP_041268116_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_BLAST",45
"ABZ87883_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_BLAST",45
"WP_042523404_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_BLAST",45
"WP_119329814_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Pseudofrancisella_BLAST",45
"WP_071663169_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_PFAM",45
"WP_151194449_Proteobacteria_Gammaproteobacteria_Thiotrichales_Fastidiosibacteraceae_Cysteiniphilum_BLAST",45
"WP_100551134_Proteobacteria_Gammaproteobacteria_Thiotrichales_Fastidiosibacteraceae_Caedibacter_BLAST",45
"KPJ51886_Chloroflexi_Dehalococcoidia_Unknown_Unknown_Dehalogenimonas_BLAST",45
"WP_011417382_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Syntrophus_PFAM",45
"WP_053550215_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_PFAM",45
"WP_016214777_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_PFAM",45
"WP_147321899_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_BLAST",45
"WP_072831910_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",45
"WP_072725961_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Tepidibacter_PFAM",45
"WP_047916433_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus_PFAM",45
"WP_018029429_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_WgkB",45
"WP_016356517_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_PFAM",45
"WP_044199348_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Hyalangium_PFAM",45
"WP_014178940_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",45
"WP_065963314_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",45
"ADV71006_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_TqqB",44
"WP_004080828_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Thermotoga_PFAM",44
"WP_011994030_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Fervidobacterium_PFAM",44
"WP_012056334_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Thermosipho_PFAM",44
"WP_073072372_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Thermosipho_PFAM",44
"WP_044198235_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Hyalangium_PFAM",44
"WP_002610832_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Stigmatella_PFAM",44
"WP_002629054_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Cystobacter_PFAM",44
"WP_003334485_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus_PFAM",44
"WP_076435963_Actinobacteria_Actinobacteria_Streptosporangiales_Streptosporangiaceae_Microbispora_PFAM",44
"WP_015622287_Actinobacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes_PFAM",44
"WP_014150713_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",44
"WP_014181618_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",44
"WP_065966988_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",44
"WP_058928730_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",44
"WP_012831569_Proteobacteria_Deltaproteobacteria_Myxococcales_Kofleriaceae_Haliangium_PFAM",44
"WP_026741561_Proteobacteria_Gammaproteobacteria_Enterobacterales_Pectobacteriaceae_Lonsdalea_PFAM",44
"WP_007222097_Planctomycetes_Candidatus_Brocadiales_Candidatus_Brocadiae_NA_Jettenia_PFAM",44
"WP_015850420_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",44
"WP_015402405_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfocapsa_PFAM",44
"WP_004072383_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacter_PFAM",44
"WP_007293412_Proteobacteria_Deltaproteobacteria_Proteobacteria_NA_Deltaproteobacteria_PFAM",44
"WP_013163357_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfurivibrio_PFAM",44
"WP_008870826_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfonatronospira_PFAM",44
"WP_011342439_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",44
"WP_014261554_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfocurvibacter_PFAM",44
"WP_044664202_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",44
"WP_009263513_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_PFAM",44
"WP_072725963_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Tepidibacter_PFAM",44
"WP_050356155_Firmicutes_Tissierellia_Tissierellales_Gottschalkiaceae_Gottschalkia_PFAM",44
"WP_025877783_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_072967548_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caminicella_PFAM",44
"WP_068555235_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Thermotalea_PFAM",44
"WP_021002333_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_PFAM",44
"WP_009172342_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",44
"WP_012546276_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",44
"WP_068858647_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",44
"OIP69445_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_NA_Oscillatoriales_OscM",44
"EAW33976_Cyanobacteria_No_class_Oscillatoriales_Oscillatoriaceae_Lyngbya_LscM",44
"WP_060833037_Cyanobacteria_No_class_Chroococcales_Chroococcaceae_Geminocystis_GscM",44
"WP_058258170_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Herbinix_PFAM",44
"WP_015758440_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfofarcimen_PFAM",44
"WP_047995548_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Puniceibacterium_PFAM",44
"WP_015120426_Cyanobacteria_No_class_Nostocales_Rivulariaceae_Rivularia_PFAM",44
"WP_013296611_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Thermoanaerobacterium_PFAM",44
"WP_073612562_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfopila_PFAM",44
"WP_012154975_Proteobacteria_Gammaproteobacteria_Alteromonadales_Shewanellaceae_Shewanella_PFAM",44
"WP_011263104_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Aliivibrio_PFAM",44
"WP_044621557_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",44
"WP_067660120_Proteobacteria_Gammaproteobacteria_Alteromonadales_Ferrimonadaceae_Ferrimonas_PFAM",44
"WP_034878540_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Endozoicomonadaceae_Endozoicomonas_PFAM",44
"NP_460253_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",44
"WP_001189517_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",44
"WP_009113629_Proteobacteria_Gammaproteobacteria_Enterobacterales_Pectobacteriaceae_Brenneria_PFAM",44
"WP_024559399_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Franconibacter_PFAM",44
"WP_000683384_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",44
"WP_044623639_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",44
"WP_029991092_Proteobacteria_Gammaproteobacteria_Enterobacterales_Erwiniaceae_Tatumella_PFAM",44
"NP_462851_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",44
"WP_044620626_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",44
"WP_044621173_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",44
"NP_459041_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",44
"WP_048888433_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Franconibacter_PFAM",44
"WP_002434299_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Atlantibacter_PFAM",44
"WP_045289133_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Pluralibacter_PFAM",44
"WP_013404684_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_PFAM",44
"WP_007278910_Lentisphaerae_Lentisphaeria_Lentisphaerales_Lentisphaeraceae_Lentisphaera_PFAM",44
"WP_011152827_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_053410375_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_065298030_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_013253253_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Sediminispirochaeta_PFAM",44
"WP_013255595_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Sediminispirochaeta_PFAM",44
"WP_068698262_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_068698237_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_012600744_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_068333697_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",44
"WP_005477554_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_011152013_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_075767939_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",44
"WP_044623422_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",44
"WP_013342175_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",44
"WP_053407079_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_013364989_Firmicutes_Clostridia_Terrabacteria_group_NA_Clostridium_PFAM",44
"WP_036111971_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Mangrovibacter_PFAM",44
"WP_013202147_Proteobacteria_Gammaproteobacteria_Enterobacterales_Erwiniaceae_Erwinia_PFAM",44
"WP_034492684_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Buttiauxella_PFAM",44
"WP_002442737_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Shimwellia_PFAM",44
"WP_012323065_Proteobacteria_Gammaproteobacteria_Alteromonadales_Shewanellaceae_Shewanella_PFAM",44
"WP_047886657_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",44
"WP_017025744_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_011263718_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Aliivibrio_PFAM",44
"WP_065298748_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_053408293_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_068772068_Verrucomicrobia_Opitutales_Opitutaceae_NA_Opitutaceae_PFAM",44
"WP_013041959_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_Coraliomargarita_PFAM",44
"WP_075148590_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Thauera_PFAM",44
"WP_051424154_Proteobacteria_Alphaproteobacteria_Rhizobiales_Aurantimonadaceae_Martelella_PFAM",44
"WP_073250662_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Shimia_PFAM",44
"WP_037145379_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium_PFAM",44
"WP_000940002_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",44
"WP_015966442_Proteobacteria_Proteobacteria_Enterobacteriaceae_NA_Enterobacteriaceae_PFAM",44
"WP_052322193_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_PFAM",44
"WP_067749332_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_PFAM",44
"WP_074287890_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",44
"WP_063497918_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_PFAM",44
"WP_015477671_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",44
"WP_015435568_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Azoarcus_PFAM",44
"WP_014428728_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rubrivivax_PFAM",44
"WP_072285010_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",44
"WP_013243809_Spirochaetes_Spirochaetia_Brachyspirales_Brachyspiraceae_Brachyspira_PFAM",44
"WP_071354960_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",44
"WP_046522615_Firmicutes_Bacillales_Bacillaceae_NA_Mesobacillus_PFAM",44
"WP_007087143_Firmicutes_Bacilli_Bacillales_Bacillaceae_Neobacillus_PFAM",44
"WP_052881822_Kiritimatiellaeota_Kiritimatiellae_Kiritimatiellales_Kiritimatiellaceae_Kiritimatiella_PFAM",44
"WP_077024324_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Fuerstia_PFAM",44
"WP_007916595_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacter_PFAM",44
"WP_014260588_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfocurvibacter_PFAM",44
"WP_011686558_Acidobacteria_Acidobacteria_Candidatus_Solibacter_NA_Solibacter_PFAM",44
"WP_012098046_Proteobacteria_Deltaproteobacteria_Myxococcales_Anaeromyxobacteraceae_Anaeromyxobacter_PFAM",44
"WP_071279131_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",44
"WP_058927735_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",44
"WP_009154712_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora_PFAM",44
"WP_051510428_Actinobacteria_Actinobacteria_Micrococcales_Intrasporangiaceae_Intrasporangium_PFAM",44
"WP_073592486_Cyanobacteria_No_class_Oscillatoriales_Oscillatoriaceae_Phormidium_PFAM",44
"WP_072718209_Cyanobacteria_No_class_Oscillatoriales_Microcoleaceae_Planktothrix_PFAM",44
"WP_037151950_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium_PFAM",44
"WP_050740531_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Acetobacterium_PFAM",44
"WP_012585040_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Thauera_PFAM",44
"WP_076060763_Actinobacteria_Actinobacteria_Propionibacteriales_Propionibacteriaceae_Tessaracoccus_PFAM",44
"WP_073708443_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_PFAM",44
"WP_071163585_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_PFAM",44
"WP_004016129_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Mobiluncus_PFAM",44
"WP_013170681_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Arcanobacterium_PFAM",44
"WP_053238990_Proteobacteria_Deltaproteobacteria_Myxococcales_Sandaracinaceae_Sandaracinus_PFAM",44
"WP_068702422_Bacteroidetes_Bacteroidia_Bacteroidales_Paludibacteraceae_Paludibacter_PFAM",44
"WP_015298334_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_036849018_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",44
"WP_036873224_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",44
"WP_036879058_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",44
"WP_044190662_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",44
"WP_070467512_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",44
"WP_006281677_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_004350830_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_008124860_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_068959743_Bacteroidetes_Bacteroidia_Bacteroidales_Muribaculaceae_Muribaculum_PFAM",44
"WP_025277267_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_PFAM",44
"WP_005941469_Bacteroidetes_Bacteroidia_Bacteroidales_NA_Bacteroidales_PFAM",44
"WP_065538308_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_008766211_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_025074644_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_007759188_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_010993230_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_007664013_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_060385202_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_004292631_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_009124014_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_013548456_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_002561758_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_006745530_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_045090057_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Fermentimonas_PFAM",44
"WP_006843361_Bacteroidetes_Bacteroidia_Bacteroidales_Dysgonamonadaceae_Dysgonomonas_PFAM",44
"WP_062176451_Bacteroidetes_Bacteroidia_Bacteroidales_Dysgonamonadaceae_Dysgonomonas_PFAM",44
"WP_066182124_Bacteroidetes_Bacteroidia_Bacteroidales_NA_Bacteroidales_PFAM",44
"WP_066241565_Bacteroidetes_Bacteroidales_FCB_group_NA_Bacteroidales_PFAM",44
"WP_068183999_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Macellibacteroides_PFAM",44
"WP_011966246_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM",44
"WP_008157651_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM",44
"WP_028729461_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM",44
"WP_073399056_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",44
"WP_036898335_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_021584912_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_004380173_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_013263972_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_008564376_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_009231210_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_021589203_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_007575349_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_009163437_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_036893431_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_009227567_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",44
"WP_010262082_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_PFAM",44
"WP_038654054_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Mucinivorans_PFAM",44
"WP_027291278_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenella_PFAM",44
"WP_016196447_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Arcticibacter_PFAM",44
"WP_075078518_Verrucomicrobia_Spartobacteria_No_order_No_family_Terrimicrobium_PFAM",44
"WP_034617332_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Chelonobacter_PFAM",44
"WP_009386552_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",44
"WP_015939651_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Glaesserella_PFAM",44
"WP_046097969_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Avibacterium_PFAM",44
"WP_066109493_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Gallibacterium_PFAM",44
"WP_035594708_Proteobacteria_Gammaproteobacteria_Enterobacterales_Hafniaceae_Edwardsiella_PFAM",44
"WP_038251211_Proteobacteria_Gammaproteobacteria_Enterobacterales_Yersiniaceae_Yersinia_PFAM",44
"WP_006815825_Proteobacteria_Gammaproteobacteria_Enterobacterales_Morganellaceae_Providencia_PFAM",44
"WP_011263808_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Aliivibrio_PFAM",44
